ID,File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender
krd_000782_proverbs,,Impêmbo y'ûmwâna ipfa mu magodoka.,La récompense d'un enfant vient avec l'obéissance.,A child's reward comes with obedienc.,proverbs,,,,,,
krd_000783_proverbs,,Impĭnga imarwa n'úkuyāga.,Une bonne conversation peut rendre le voyage le plus long agréable.,A good conversation can make the longest journey.,proverbs,,,,,,
krd_000784_proverbs,,Impŭndu ntíbūngwá.,Mieux vaut tard que jamais pour adresser ses félicitations.,Better late than never to extend congratulations.,proverbs,,,,,,
krd_000785_proverbs,,Imvugirakuyamara y'úmugabo ikūndwa na báke.,Ceux qui parlent beaucoup ne sont pas très estimés.,Those who talk a lot are not highly regarded.,proverbs,,,,,,
krd_000786_grammar,,"Imvura ihise, ahava agenda","Dès que la pluie sera passée, il s'en ira",As soon as the rain is past he will go,grammar,,,,,,
krd_000787_general,,Imvura iriko iragwa cane,Il pleut très fort.,It's raining very hard.,general,,,,,,
krd_000788_action-verbs,,Imvura izogwa ejo.,Il va pleuvoir demain.,It's going to rain tomorrow.,action-verbs,,,,,,
krd_000789_proverbs,,Imvúra inyāgira icó isānzé.,La pluie n'arrose que ceux qui sont exposés au ciel ouvert.,Rain showers only those who are exposed to the open sky.,proverbs,,,,,,
krd_000790_proverbs,,Imyěnge y'ínzu imenywa na nyéne yó.,Seul celui qui porte la chaussure sait où elle serre.,Only the wearer knows where the shoe pinches.,proverbs,,,,,,
krd_000791_proverbs,,Imâna ifasha uwĭfashije.,L'aide divine suit l'effort humain.,Divine assistance follows human effort.,proverbs,,,,,,
krd_000792_proverbs,,Imâna igira ahó imāníye.,Dieu œuvre de manière mystérieuse.,God works in mysterious ways.,proverbs,,,,,,
krd_000793_proverbs,,Imâna igira amabóko marēmare.,La main de Dieu est longue et touche tous les coins de la terre.,God's hand is long and touches all corners of the eart.,proverbs,,,,,,
krd_000794_proverbs,,Imâna iguhăye ní yo ikwăka.,Ce qui monte doit redescendre.,What goes up must come down.,proverbs,,,,,,
krd_000795_proverbs,,Imâna ihōra ihόze.,La vengeance de Dieu est lente mais sûre.,God's vengeance is slow but sure.,proverbs,,,,,,
krd_000796_proverbs,,Imâna ikurăbira umwânsi muba múri kumwé.,Dieu surveille vos ennemis de votre angle mort.,God keeps an eye on your enemies from your blind side.,proverbs,,,,,,
krd_000797_proverbs,,Imâna irarema ntítōránya.,"Dieu est le créateur, Il ne favorise personne par rapport à une autre.","God is the creator, He does not favor one over another.",proverbs,,,,,,
krd_000798_proverbs,,Imâna iratânga aríko ntíyībágira guhena.,"Dieu ferme une porte, mais ouvre une fenêtre.","God closes a door, but opens a window.",proverbs,,,,,,
krd_000799_proverbs,,Imâna iruta ingabo.,La force de Dieu dépasse celle des guerriers les plus puissants.,God's strength surpasses that of the mightiest warriors.,proverbs,,,,,,
krd_000800_proverbs,,Imâna itānga ishâka.,Dieu pourvoit à Sa création comme Il le juge bon.,God provides for His creation as He deems fit.,proverbs,,,,,,
krd_000801_proverbs,,Imâna itāngira mw'ītíro.,Dans l'inattendu se cache le trésor des bénédictions.,In the unexpected lies the hidden treasure of blessings.,proverbs,,,,,,
krd_000802_proverbs,,Imâna ntîbá kabiri.,Le visage de Dieu brille d'une seule face de bonté sans limite.,God's countenance shines with a single face of boundless kindness.,proverbs,,,,,,
krd_000803_proverbs,,Imâna ntîhá uwĭcaye.,Les paresseux ne reçoivent pas de faveurs divines.,The lazy do not receive divine favors.,proverbs,,,,,,
krd_000804_proverbs,,Imâna ntîhá uwĭruka.,Les bénédictions de Dieu viennent à ceux qui ont la patience d'attendre.,God's blessings come to those who have the patience to wait.,proverbs,,,,,,
krd_000805_proverbs,,Imâna ntîhá uwĭsīze.,Faire semblant ne vous vaudra pas les bénédictions de Dieu.,Faking won't earn you God's blessings.,proverbs,,,,,,
krd_000806_proverbs,,Imâna ntîhá uwĭtāngira itáma.,"La main de Dieu récompense les généreux, non les avares..","The hand of God rewards the generous, not the greedy.",proverbs,,,,,,
krd_000807_proverbs,,Imâna y'ûmwôro imurābīsha umugôngo.,Le silence de Dieu est souvent la réponse aux prières des malheureux.,God's silence is often the reply to the prayers of the wretched.,proverbs,,,,,,
krd_000808_proverbs,,Imâna ya mwêne só si yó ya mwêne nyoko.,Les bénédictions des autres ne sont pas les mêmes que les vôtres.,The blessings of others are not the same as yours.,proverbs,,,,,,
krd_000809_proverbs,,Imānga ntímaríra Imâna.,"La mort peut emporter des individus, mais l'esprit collectif perdure..","Death may take individuals, but the collective spirit endures.",proverbs,,,,,,
krd_000810_proverbs,,Imĭsi irasa ntingána.,Chaque jour est unique à sa manière.,Each day is unique in its own way.,proverbs,,,,,,
krd_000811_jokes,clips/sound_humour/h12.mp3,Inabigirankana ataye ikibuno ku ziko ati ibibanza vyaduhindutse!,"""Nos emplacements sont d'humeur changeante"", comme disait l'entêté déchu, le seant dans le foyer !","""Our locations are in a changing mood"", as the fallen stubborn said, the seant in the hearth!",jokes,,,,,,
krd_000812_jokes,clips/sound_humour/h17.mp3,"Inabigirankana bamurashe umwampi wo mu gikomere ati niko ibwami bahakunda, hari uturorero!","""C'est donc pour ça que la cour royale a autant de succès : il y a des choses agréables à voir"", dit la Mégère blessée par une flèche dans son ulcère !","""So that's why the royal court is so successful: there are pleasant things to see,"" said the Shrew wounded by an arrow in her ulcer!",jokes,,,,,,
krd_000813_grammar,,Inabukwe wa Simoni yari aryamye,La belle-mère de Simon était allongée,Simon’s mother-in-law was lying down,grammar,,,,,,
krd_000814_proverbs,clips/sound_proverb/prov014.mp3,Inahasi y'umutindi yamubujije kwiyahura.,L’espoir du malchanceux l’a empêché de se suicider.,The unlucky man’s hope prevented him from committing suicide.,proverbs,,,,,,
krd_000815_action-verbs,,Inama iza kuba isaha zingahe?,À quelle heure est la réunion?,What time is the meeting?,action-verbs,,,,,,
krd_000816_action-verbs,,Inama yakuweho.,La réunion a été annulée.,The meeting was canceled.,action-verbs,,,,,,
krd_000817_action-verbs,,Inama yasibishijwe.,La réunion a été annulée.,The meeting was canceled.,action-verbs,,,,,,
krd_000818_action-verbs,,Inama yimuwe izoba ejo.,La réunion est reportée à demain.,The meeting is postponed until tomorrow.,action-verbs,,,,,,
krd_000819_action-verbs,,Inama yungururijwe ejo.,La réunion est reportée à demain.,The meeting is postponed until tomorrow.,action-verbs,,,,,,
krd_000820_jokes,,Inankuki: Ewe ntuze ako gahuzu wambaye ni keza.Ukavanye mw’iduka ubu nyene ?,Inankuki:Que c'est jolie l'habit que tu portes. le sort-tu tout de suite de magasin ?,Inankuki:How pretty the outfit you are wearing. Do you take it out of the store straight away?,jokes,,,,,,
krd_000821_proverbs,,Incúti iragúherekeza.,Un vrai ami te soutient.,A real friend supports you.,proverbs,,,,,,
krd_000822_proverbs,,Inda iremēra irí gusa.,Une faim extrême pèse lourdement sur l'estomac.,Extreme hunger weighs heavily on the stomach.,proverbs,,,,,,
krd_000823_proverbs,,Inda ndēnde ihūmira indyá.,La cupidité engendre des ennuis.,Greediness breeds troubles.,proverbs,,,,,,
krd_000824_proverbs,,Inda ní Barîtōraguza.,À chacun son plat.,To each their own dish.,proverbs,,,,,,
krd_000825_proverbs,,Inda ní akamenēsha bānga.,Le désir de plus peut pousser quelqu'un à trahir ceux qu'il tenait autrefois en estime.,The desire for more can drive one to betray those they once held dear.,proverbs,,,,,,
krd_000826_proverbs,,Inda ní akarúta umwâna.,Un estomac vide n'a pas d'oreilles.,An empty stomach has no ears.,proverbs,,,,,,
krd_000827_proverbs,,Inda ní amahănga.,Les désirs de l'humanité sont aussi infinis que le ciel.,The desires of humankind are as endless as the sky.,proverbs,,,,,,
krd_000828_proverbs,,Inda ní sēha uzána.,L'estomac n'a pas de fond.,The stomach has no bottom.,proverbs,,,,,,
krd_000829_proverbs,,Inda ní umwânsi.,La cupidité est le pire ennemi.,Greed is the worst ennemy.,proverbs,,,,,,
krd_000830_proverbs,,Inda uyibarira icó wayirărije ntúyibaríra icó wayihăye.,"Le repas passé est parti, séduis le ventre avec la promesse de nouvelles saveurs.","The past meal is gone, entice the stomach with the promise of new flavors.",proverbs,,,,,,
krd_000831_proverbs,clips/sound_proverb/prov030.mp3,Inda y'uwundi irakoma induru nti wumva.,Vous ne pouvez pas entendre le ventre de quelqu'un d'autre crier.,You can't hear somebody else's belly screaming.,proverbs,,,,,,
krd_000832_proverbs,,Inda y'ûmwôro ibonekēsha agasámo.,"Dans la misère, le vrai caractère est souvent révélé.","In misery, true character is often revealed.",proverbs,,,,,,
krd_000833_proverbs,,Indakûzi ntímutāhána ubukwé.,L'intimité ne mène pas toujours au mariage.,Intimacy doesn't always lead to marriage.,proverbs,,,,,,
krd_000834_action-verbs,,Indarayi  iza isaha zingahe?,Le train arrive à quelle heure?,What time does the train arrive?,action-verbs,,,,,,
krd_000835_action-verbs,,Indege yegejwe inyuma.,Le vol est retardé.,The flight is delayed.,action-verbs,,,,,,
krd_000836_proverbs,,Indero yo ku ziko ntigihabwa abana,La discipline du foyer n'est plus donnée aux enfants,Home discipline is no longer given to children,proverbs,,,,,,
krd_000837_action-verbs,,Indoto yanje n'ugutembera,Mon rêve est de voyager.,My dream is to travel.,action-verbs,,,,,,
krd_000838_action-verbs,,Indoto yanje niyo gufata ingendo.,Mon rêve est de voyager.,My dream is to travel.,action-verbs,,,,,,
krd_000839_action-verbs,,Indoto zanje ni gutembera.,Mon rêve est de voyager.,My dream is to travel.,action-verbs,,,,,,
krd_000840_proverbs,,Indyá y'úmugayo irya umugabo.,"Pour prendre aux puissants, il faut être puissant.","To take from the powerful, one must be powerful.",proverbs,,,,,,
krd_000841_proverbs,,Indûrú ntígānzá ingoma.,Pleurer ne noiera pas le son du tambour.,Crying won't drown out the sound of the drum.,proverbs,,,,,,
krd_000842_proverbs,,Indārandîye ní yo mugabo.,Celui qui peut remplir son propre estomac se tient grand parmi les hommes.,He who can fill his own stomach stands tall among men.,proverbs,,,,,,
krd_000843_language,,Ingaruka mbi bifise ku rurimi rw’ikirundi ni izihe?,Quels sont les effets négatifs sur la langue kirundi ?,What are the negative effects on the Kirundi language?,language,,,,,,
krd_000844_proverbs,,Ingayi ya cāne uyitega Uburŭndi.,"Celui qui rejette constamment ce qui lui est donné pourrait se voir offrir quelque chose de plus grand que prévu, juste pour voir sa réaction.","He who consistently rejects what is given might offered something greater than anticipated, just to see his reaction.",proverbs,,,,,,
krd_000845_proverbs,,Ingeso irarába ntíhwērá.,"Les mauvaises habitudes peuvent disparaître brièvement, mais elles ressurgissent avec le temps.","Bad habits may vanish briefly, but they resurface over time.",proverbs,,,,,,
krd_000846_proverbs,,Ingeso ntíryāmírwa.,Ne laissez pas les mauvaises habitudes devenir votre zone de confort.,Don't let bad habits become your comfort zone.,proverbs,,,,,,
krd_000847_proverbs,,Ingeso ntízīndúka.,"Les mauvaises habitudes s'infiltrent progressivement, comme un voleur dans la nuit.","Bad habits sneak in gradually, like a thief in the night.",proverbs,,,,,,
krd_000848_proverbs,,Ingeso y'úrugó ntíyūbáka urŭndi.,Ce qui fonctionne pour un couple peut ne pas fonctionner pour un autre.,What works for one couple may not work for another.,proverbs,,,,,,
krd_000849_proverbs,,Ingingo ya 49 Nta munyagihugu ashobora kwangazwa.,Article 49 Aucun citoyen ne peut se voir refuser la citoyenneté.,Article 49 No citizen may be denied citizenship.,proverbs,,,,,,
krd_000850_proverbs,,Ingo tubāné ní we ingo twānkáne.,Celui qui essaie trop fort pour votre amour est celui dont la haine surgira rapidement.,The one who tries too hard for your love is the one whose hatred will surface rapidly.,proverbs,,,,,,
krd_000851_proverbs,,Ingoma ntó yīca nka níni.,L'épée d'un petit royaume est aussi mortelle que celle d'un grand royaume.,The sword of a small kingdom is as deadly as that of a large kingdom.,proverbs,,,,,,
krd_000852_proverbs,,Ingoma nzīzá ní iyigúkijije.,Un bon leader protège son troupeau de la tempête.,A good leader shields their flock from the storm.,proverbs,,,,,,
krd_000853_proverbs,clips/sound_proverb/prov023.mp3,Ingoma yagúkānze irahuhuma ugahūnga.,Il est sage de reconnaître les signes de danger.,It is wise to recognize the signs of danger.,proverbs,,,,,,
krd_000854_proverbs,,Ingoma yīmana ivyăyo.,Les leaders ont le pouvoir d'accorder ou de refuser à leur guise.,Leaders have the authority to grant or deny as they see fit.,proverbs,,,,,,
krd_000855_proverbs,,Ingwe ntíyarí ízi gufátira kw'īzosi yarîgīshijwe.,Même un tigre doit apprendre ses compétences de chasse.,Even a tiger needs to be taught its hunting skills.,proverbs,,,,,,
krd_000856_action-verbs,,Ingéreká ziri ubwôko buné,Il existe quatre types d'indicateurs,There are four types of indicators,action-verbs,,,,,,
krd_000857_proverbs,,Ingóro y'úmwămi iraguma itûgáye.,"Dans un royaume puissant, la porte reste ferme et ouverte.","In a powerful kingdom, the gate stands firm and open.",proverbs,,,,,,
krd_000858_proverbs,,Ingēndo y'úwŭndi iravúna.,Copier les autres aveuglément peut conduire à des problèmes.,Copying others blindly can lead to trouble.,proverbs,,,,,,
krd_000859_proverbs,,Ingēnzi irabόna.,Les yeux d'un voyageur contemplent de nombreuses merveilles.,A traveler's eyes behold many wonders.,proverbs,,,,,,
krd_000860_proverbs,,Ingēnzi ntígirá ihěmbe.,Les visiteurs n'ont généralement pas de mauvaises intentions.,Visitors typically have no harmful intentions.,proverbs,,,,,,
krd_000861_proverbs,,Ingēnzi y'ímihana ní yo nzanyi y'ámazímwe.,L'enfant qui erre porte souvent des histoires de malheur.,The child who wanders often carries tales of woe.,proverbs,,,,,,
krd_000862_proverbs,,Ingīngo y'íjāmbo iva mw'ījigo.,Les sentiments profonds sont exprimés sincèrement lorsque nous parlons.,Deep-seated feelings are expressed genuinely when we speak.,proverbs,,,,,,
krd_000863_proverbs,clips/sound_proverb/prov027.mp3,Ingōna iva mu rûzi ikarigata urume.,Les biens des autres semblent plus importants ou meilleurs que ceux des autres.,Other people's possessions appear to be more important or better than what one has.,proverbs,,,,,,
krd_000864_proverbs,,Ingūmba itāzí ikíbi irigata ishênyo.,L'ignorant fréquente souvent le danger.,The ignorant often befriends danger.,proverbs,,,,,,
krd_000865_proverbs,,Injiza irindi ryungane rishasha,Entrez une nouvelle phrase,Enter a new sentence,proverbs,,,,,,
krd_000866_jokes,clips/sound_humour/h8.mp3,Inka ivyaye mu ci iti kubwanje ndahejeje hasigaye ah'umuragizi!,"""En ce qui me concerne, c'est fini, le reste c'est au berger de s'occuper"", comme disait la vache qui vêlait pendant la saison sèche !","""As far as I'm concerned, I'm done, the rest is for the shepherd to look after"", as the cow who calved during the dry season said!",jokes,,,,,,
krd_000867_proverbs,,Inkezi ikera urwó birēhá.,Connais tes capacités et fixe-toi des objectifs réalistes.,Know your capabilities and set realistic goals.,proverbs,,,,,,
