File_Path,Kirundi_Transcription,French_Translation,English_Translation,Domain,Machine_Suggestion,Source,Duration,Speaker_id,Age,Gender,word_count,char_count
,"Imvura : Humura -ndababona, ntimuzopfa. Erega ndabababaye.",,,general,"Pétrole : Propriétaires -Je les vois, vous ne mourrez pas. Je suis désolé.",,,,,,7,58
,"Imvura : Mbe ugira hari inabi ndabashakira, ihi bambewe ! Mugabo nta mugabo atagira ico yitwaza.",,,general,"Option : Comment pensez-vous que vous ne pouvez pas vous laisser aller, soyez à fond ! Mais aucun homme n’a de précision.",,,,,,16,96
,"Imvura iba icitse, ni kuvuga ici riba ritanguye muri ico gihe",,,general,"Quand la pluie s'arrête, c'est-à-dire qu'elle commence à ce moment-là",,,,,,11,61
,"Imvura imaze gutasura, bahatera ibiharage. None ntiworaba ingene uwo murima uhimbaye. Ugiye kubavuna ubukene",,,general,"Quand les pluies sont arrivées, ils ont planté les graines. Maintenant, vous ne voyez pas à quel point ce champ est beau. Tu vas briser leur pauvreté",,,,,,14,108
,Imvura: Hari umugabo adakankama mu rwiwe ? Umurimyi: Arya mabuye yoyo udutera tuba twapfuye iki ?,,,general,Rain : Y a-t-il un homme qui ne pleure pas dans son cœur ? Fermier : Pourquoi manges-tu ces pierres qui nous rendent morts ?,,,,,,16,97
,Imvuzi ya menshi ivuga urwishe nyina.,,,proverbs,L'histoire de nombreuses personnes qui ont tué leur mère.,,,,,,6,37
,"Imwe mu nkingi z’iyo ntahe, naho nyene ab’ubu tutabizirikana, ni ururimi kavukire: Ikirundi",,,general,"L'un des piliers de ce témoignage, même si nous n'y réfléchissons pas, est la langue maternelle : le kirundi.",,,,,,13,91
,Imwe mu nsiguro y’iyo ntahe ni uko igihugu gikomorerwa uburenganzira bw’ukwishira n’ukwizana mu gutunganya ivya co,,,general,L’un des dictons de l’époque était que le pays était privé du droit à l’autodétermination et à l’autodétermination.,,,,,,16,114
,Imyaho iba yakuriye kw'iteke ari ryo bita Igoma,,,general,Les arbres qui ont poussé dans la région sont appelés Igoma.,,,,,,8,47
,Imyaho niyo bafungura bamanje kuyitegura mu guhwata hama bakayiteka,,,general,"Même s'ils mangent, ils le préparent en le cuisant",,,,,,9,67
,Inama nkuru y’abacamanza n’abashikirizamanza yatanze iciyumviro ca yo.,,,general,Le Conseil supérieur des juges et procureurs a rendu son avis.,,,,,,8,70
,Inama nk’iyo yo kwihweza inyandiko y’Ikirundi yaheruka mu gihumbi kimwe na majana icenda na mirongo umunani na gatatu,,,general,En conseil pour examiner les derniers mille sur mille neuf cent quatre-vingts,,,,,,18,117
,Inama nshingamateka n’Inama nkenguzamateka ntizishobora kubogozwa mu kiringo Umukuru w’igihugu atwara.,,,general,Le Conseil législatif et le Conseil des ministres ne peuvent être liés par la fonction de chef de l'État.,,,,,,11,102
,Inama y’Ubuyobozi yemeza ko amategeko ngenderwako akurikizwa neza n'abayobozi utibagiye abakozi ba OBPE.,,,general,Le conseil d'administration s'assure que le Code de conduite est bien suivi par la direction et les employés de l'OBPE.,,,,,,13,104
,Inamarara ntaja mu nyama.,,,proverbs,C'était éparpillé dans la viande.,,,,,,4,25
,"Inankuki:  Mbe ko ivyo kumesa ndavyumvise, ukugorora kwo kurakenewe ?",,,general,"Inkumki : Pourquoi j'ai entendu cela, j'ai entendu, la droiture de la droite ?",,,,,,10,69
,Inankuki:  Yariisanzwe ari nshasha ! Nogenda nkamesura iyi rwanje yotinda ikaba nziza nk’iyo? Nyiganira ingene ubigenza.,,,general,Inankuki : C'était déjà nouveau ! Comment puis-je rendre cette fleur si belle ? Dis-moi comment tu vas.,,,,,,16,120
,"Inankuki: Ukubaza gutera ukumenya, urakoze, sincambara impuzu iyitameshe kandi itagoroye.",,,general,"Inankuki : Je demande à savoir, merci, je ne porte pas de vêtements qui ne se cassent pas et ne se redressent pas.",,,,,,10,89
,Inanzobirya mvyikoreye yapfuye atikora inyuma.,,,proverbs,La nourriture que j'avais préparée est morte et n'est pas revenue.,,,,,,5,46
,Inararimye irutwa n'inarariye.,,,proverbs,J'ai pleuré plus que j'ai dormi.,,,,,,3,30
,Inaravuze ntiteba.,,,proverbs,Inaravuze ntiteba.,,,,,,2,18
,"Inarugo adukuburiye iruhande, turindirako. Ibibi n’ivyiza bidutahako, ariko kakaba akamizwe n’ingoma.",,,general,"La maison est à côté de chez nous, nous vous attendons. Le bien et le mal ne viennent pas de nous, mais il est plein de tambours.",,,,,,11,101
,Inda ndende ihumira indya.,,,proverbs,Un estomac long provoque la constipation.,,,,,,4,26
,Inda y'uwundi irakoma induru ntiwumva.,,,proverbs,L'estomac de quelqu'un d'autre grogne et vous ne l'entendez pas.,,,,,,5,38
,Indahiro ntizikurikirana.,,,proverbs,Les serments ne sont pas consécutifs.,,,,,,2,25
,"Indero yo ku ziko nta yikibazwa mu Burundi ; yasubiriwe na za mboneshakure, imbuga ngurukanabumenyi, n’ibindi",,,general,"La discipline aux fourneaux n’est pas remise en question au Burundi ; Il a été repris par des sites Internet professionnels, des sites académiques, etc.",,,,,,16,109
,"Indimi zizwi kandi zikoreshwa mu kazi ni ikirundi, igifaransa; igiswahili gikoreshwa canecane mu buzima b'urudandazwa",,,general,"Les langues connues également sur le lieu de travail sont le kirundi, le français ; Le swahili est particulièrement utilisé dans l'entrepreneuriat",,,,,,15,117
,"Indimi(ikirundi, igifaransa n'icongereza ubu harimwo n'igiswahili): 2",,,general,"Langues (ourdou, français et anglais incluant désormais le swahili) : 2",,,,,,7,69
,Indome zimwe usanga ziryoshe gusoma kuko bidasaba inguvu mukubona ivyoyanditse,,,general,Certaines lettres sont intéressantes à lire car elles ne nécessitent pas d'énergie en voyant ce qui est écrit,,,,,,10,78
,Induru yaguhiriye iruta imirembe yagupfubiye.,,,proverbs,Le cri qui t'a maudit est plus fort que le cor qui t'a aveuglé.,,,,,,5,45
,Indôngōrazína ní ijāmbo ryāmá rírōngōye izína kăndi rikērekana ikibănza,,,general,Un nom est un nom régulier qui décrit un lieu,,,,,,9,71
,Ingayi ya cane uyitega uburundi.,,,proverbs,Il est grand temps pour le Burundi.,,,,,,5,32
,Ingendo y'uwundi iravuna.,,,proverbs,Le voyage de l'autre.,,,,,,3,25
,Ingenge zibiri ntizishingirana.,,,proverbs,Les deux problèmes ne s’excluent pas mutuellement.,,,,,,3,31
,Ingenzi y'imihana niyo nzanyi y'amazimwe.,,,proverbs,Le plus important est le même.,,,,,,5,41
,Ingeso iraraba ntihwera.,,,proverbs,L'habitude le regarde.,,,,,,3,24
,"Ingingo 56: Abayobozi basabwa kwama bibutsa abo batwara ivyaya mategeko buri musi, Umunyamwuga rero akaba ashobora guhanwa igihe yayarenzeko.",,,general,Ingingo 56: Les Responsables sont tenus de rappeler quotidiennement ces règles aux conducteurs afin que le Professionnel puisse être sanctionné s'il les viole.,,,,,,19,141
,"Ingingo ya 10 Ibendera ry’Uburundi rigizwe n’amabara atatu : iry’urwatsi rutoto, iryera n’iritukura.",,,general,"Article 10 Le drapeau du Burundi est composé de trois couleurs : vert, blanc et rouge.",,,,,,13,100
,"Ingingo ya 102 Mw’itora ry’Umukuru w’igihugu, uwutora atora izina rimwe mu bitoje kandi hateganijwe incuro zibiri.",,,general,"Article 102 Lors de l'élection du Chef de l'Etat, l'électeur vote pour un nom de la liste et cela est prévu deux fois.",,,,,,16,114
,Ingingo ya 103 Umukuru w’igihugu atangura kurangura amabanga yiwe kuva umunsi arahiriyeko.,,,general,Article 103 Le Chef de l'Etat commence à exercer ses fonctions à compter du jour de sa prestation de serment.,,,,,,12,90
,"Ingingo ya 11 Icivugo c’Uburundi ni « Ubumwe, Ibikorwa, Amajambere ».",,,general,"Article 11 La devise du Burundi est « Unité, Actions, Actions ».",,,,,,11,69
,"Ingingo ya 12 Ibwirizwa ni ryo rishinga uburyo umuntu ubwenegihugu, abugumya canke akabutakaza.",,,general,"Article 12 La loi fixe la manière dont une personne acquiert, conserve ou perd la citoyenneté.",,,,,,13,95
,"Ingingo ya 122 Mu kurangura amabanga y’igihugu, Umukuru w’igihugu afashwa n’Ivyegera bibiri.",,,general,"Article 122 Dans l'exercice des fonctions de l'Etat, le chef de l'Etat est assisté de deux vice-présidents.",,,,,,12,92
,Ingingo ya 123 Ivyegera vy’Umukuru w’igihugu bigenwa n’Umukuru w’igihugu babanje kwemezwa n’abashingamateka.,,,general,Article 123 Les nominations du Chef de l'Etat sont nommées par le Chef de l'Etat après avoir été approuvées par le Parlement.,,,,,,12,108
,Ingingo ya 130 Umukuru w’igihugu abanje guhanuza Ivyegera vy’Umukuru w’igihugu baritwararika ko Umushikiranganji.,,,general,Article 130 Le Chef de l'Etat annonce d'abord la composition du Cabinet du Président et le Premier Ministre.,,,,,,13,113
,Ingingo ya 133 Abagize Leta bagenzurwa n’Umukuru w’igihugu.,,,general,Article 133 Les membres de l'Etat sont contrôlés par le chef de l'Etat.,,,,,,8,59
,Ingingo ya 134 Abagize Leta nibo bashinga ingingo zose zituma amategeko y’Umukuru w’igihugu n’y’Icegera c’Umukuru w’igihugu akurikizwa.,,,general,Article 134 Les membres de l'Etat sont ceux qui prennent toutes les dispositions qui rendent applicables les lois du Chef de l'Etat et du Conseil du Chef de l'Etat.,,,,,,17,135
,Ingingo ya 136 Abagize Urwego Nshikiranganji barakurikiranwa ku vyaha bakoze bagishinzwe amabanga y’igihugu.,,,general,Article 136 Les membres du ministère sont poursuivis pour les crimes commis alors qu'ils étaient chargés des affaires nationales.,,,,,,13,108
,"Ingingo ya 138 Buramatari, w’intara niwe aserukira ubutegetsi shingwantwaro akaba ari we agenzura ubuzi bwose burangurirwa mu ntara arongoye.",,,general,"Article 138 Buramatari, de la province est celui qui représente le pouvoir exécutif et est celui qui contrôle toute l'information qui se réalise dans la province.",,,,,,19,141
,Ingingo ya 140 Abarongoye intwaro barangura amabanga bajejwe bisunze ingendo iranga intwaro rusangi.,,,general,Article 140 Les fonctionnaires exercent leurs fonctions selon la nature de l'administration publique.,,,,,,13,100
,Ingingo ya 141 Abakozi ba Leta bose barangura amabanga bajejwe mu buryo batunganiriza neza ababirukira bose ata nkunzi kandi mu butungane.,,,general,Article 141 Tous les fonctionnaires doivent exercer leurs fonctions de manière juste et équitable envers tous les coureurs.,,,,,,21,138
,Ingingo ya 144 Ibwirizwa niryo ritandukanya ubuzi busanzwe bw’ubuhinga n’akazi ka politike.,,,general,L'article 144 de la Constitution est ce qui sépare les connaissances techniques du travail politique.,,,,,,12,91
,"Ingingo ya 150 Abashingamateka n’abakenguzamateka ntibashobora gukurikiranwa canke ngo bafatwe, bapfungwe canke bacirwe urubanza kubera ivyo bavuze.",,,general,"Article 150 Les députés et les critiques ne peuvent être ni poursuivis ni arrêtés, emprisonnés ou jugés pour leurs propos.",,,,,,17,148
,"Ingingo ya 17 Leta ijejwe gukora ivyo abarundi bipfuza, cane cane kurandurana n’imizi amacakubiri yo muri kahise.",,,general,Le,,,,,,17,113
,"Ingingo ya 18 Igikorwa intwaro y’igihugu ijejwe ni uguhuza abarundi, kwizigiza no kunywanisha abarundi bose n’ubutegetsi bwa yo.",,,general,"Article 18 Le devoir du gouvernement national est d'unir les autres, d'unir et de combattre tous les autres avec son gouvernement.",,,,,,18,128
,"Ingingo ya 2 Agataka k’Uburundi ntigashobora gutangwa, kugurishwa canke gucibwamwo ibice.",,,general,"Article 2 La terre du Burundi ne peut être donnée, vendue ou divisée.",,,,,,11,89
,Ingingo ya 20 Abanyagihugu bose barafise amateka n’ivyo basabwa.,,,general,Article 20 Tout citoyen a une histoire et des exigences.,,,,,,9,64
,Ingingo ya 23 Nta muntu n’umwe azorenganywa na Leta canke inzego zayo.,,,general,Article 23 Personne ne sera ignoré par le gouvernement ou ses institutions.,,,,,,12,70
,"Ingingo ya 28 Umukenyezi wese, umugabo wese arafise uburenganzira bwo kwubahirizwa mukwigenga mu buzima bwiwe n’ubwo umuryango wiwe.",,,general,"Article 28 Tout citoyen, tout homme a le droit d'être respecté dans sa vie et celle de sa famille.",,,,,,18,132
,"Ingingo ya 29 Uburenganzira bwo kwabirana burubahirizwa, co kimwe no kwitorera uwo mwabirana.",,,general,"Article 29 Le droit de lutter les uns contre les autres est respecté, ainsi que le droit de lutter contre l'ennemi.",,,,,,13,93
,"Ingingo ya 3 Uburundi bugizwe n’intara, amakomine, amazone, imitumba n’ibindi bice bitegekanijwe n’Ibwirizwa.",,,general,"Article 3 Le Burundi est composé des provinces, des communes, des amazones, des régions et des autres territoires régis par la Constitution.",,,,,,13,109
,"Ingingo ya 31 Umuntu wese arubahirizwa mu bwigenge mu kuvuga, Leta irubahiriza ko umuntu agira ubwigenge mw’idini ashaka.",,,general,"Article 31 Chacun est respecté dans la liberté d'expression, l'État respecte qu'une personne ait la liberté dans la religion qu'elle veut.",,,,,,18,121
,"Ingingo ya 32 Ubwigenge bwo gutunganya inama no kuja hamwe cokimwe n’ugushinga amashirahamwe, birubahirizwa hisunzwe amabwirizwa.",,,general,"Article 32 La liberté d'organiser des réunions et de se réunir ainsi que de constituer des associations, est respectée conformément à la réglementation.",,,,,,16,129
,Ingingo ya 35 Leta irabungabunga kandi igakoresha mu buryo bubereye amatungo kama y’igihugu itibagiye kubahiriza ibidukikije.,,,general,Article 35 L'Etat préserve et utilise de manière appropriée les ressources naturelles du pays sans respecter l'environnement.,,,,,,16,125
,"Ingingo ya 4 Abanyagihugu ni bo bashobora kwemeza ko intwaro ya cami n’amategeko ayigenga igarukanwa, biciye mu matora.",,,general,"Article 4 Les citoyens sont ceux qui peuvent confirmer que le gouvernement et les lois qui le régissent sont rétablis, par le biais d'élections.",,,,,,18,119
,"Ingingo ya 41 Ntawushobora guhanwa kubera ivyo yakoze canke ivyo yirengagije, kandi bitari vyemewe ko ari ivyaha igihe yabikora.",,,general,"Article 41 Vous ne pouvez pas être puni pour ce que vous avez fait ou négligé, et cela n'a pas été reconnu comme un crime lorsque vous l'avez fait.",,,,,,19,128
,Ingingo ya 42 Nta n’umwe ashobora gupfungwa hadakurijwe uko amabwirizwa abitegekanya.,,,general,Article 42 Nul ne peut être emprisonné si la loi ne le prévoit pas.,,,,,,11,85
,Ingingo ya 43 Umuntu wese arafise uburenganzira bwo gutunganya ivyiwe atawumwinjiriye kubera akarenganyo mu rugo rwiwe.,,,general,Article 43 Toute personne a le droit d'organiser sa propre propriété sans être contrainte de rentrer chez elle à cause d'une injustice.,,,,,,16,119
,Ingingo ya 52: Igisata kijejwe abakozi kirasabwa guha abakozi bashasha amategeko agenga ikigo.,,,general,Article 52 : Le manuel du salarié est tenu de fournir aux nouveaux salariés le règlement de l'entreprise.,,,,,,13,94
,Ingingo ya 53: 53.1. Aya mategeko ahagarika kandi asubirira amabwiriza yose yabanjirije hamwe n’uburyo bukoreshwa.,,,general,Article 53 : 53.1. Cette commande remplace et répète toutes les commandes et procédures précédentes.,,,,,,15,114
,Ingingo ya 54 Leta iremera ko abanyagihugu bose bakwiye kuronka uburenganzira bw’akazi.,,,general,Article 54 L'État reconnaît que tous les citoyens doivent avoir le droit de travailler.,,,,,,12,87
,Ingingo ya 55 Umuntu wese afise uburenganzira bwo kuvurwa.,,,general,Article 55 Toute personne a droit aux soins médicaux.,,,,,,9,58
,Ingingo ya 55: Inzego nkuru zemeza ishirwa mu ngiro ry’amategeko agenga ikigo OBPE nuko gikora.,,,general,Article 55 : L'autorité centrale approuve l'application de la loi régissant l'institution OBPE et son fonctionnement.,,,,,,15,95
,Ingingo ya 57: Abayobozi n'abakozi bose bagomba kubahiriza amategeko n’ivyitonderwa bigaragara muri aya mategeko.,,,general,Article 57 : Tous les dirigeants et salariés doivent se conformer aux règles et précautions qui figurent dans le présent règlement.,,,,,,14,113
,Ingingo ya 58 Umuntu wese ategerezwa kwubahirizwa mu bikorwa aranguye bimutera iteka canke bikamugirira akamaro.,,,general,Article 58 Toute personne doit être respectée dans les actes qui l'honorent ou lui profitent.,,,,,,15,112
,"Ingingo ya 6 Intwaro ya Republika y’Uburundi ni iyikomoka banyagihugu, ni bo bayishinga kandi ni bo iharanira.",,,general,"Article 6 Les armes de la République du Burundi appartiennent aux citoyens, ce sont eux qui l'ont fondée et ce sont eux qui la défendent.",,,,,,17,110
,"Ingingo ya 63 Umunyagihugu wese arafise ibikorwa ajejwe kurangurira umuryango n’abantu, igihugu, komine n’akarere ariwo.",,,general,"Article 63 Tout citoyen est responsable des activités de sa famille et de son peuple, du pays, de la commune et de la région.",,,,,,15,120
,"Ingingo ya 69 Amatungo y’igihugu ategerezwa kwubahirizwa, kirazira kuyonona.",,,general,"Article 69 Les animaux nationaux doivent être respectés, il est interdit de les gâter.",,,,,,9,76
,Ingingo ya 76 Imigambwe irashobora gushingwa ata nkomanzi hakurikijwe Ibwirizwa.,,,general,Article 76 Des lois peuvent être établies sans décret conformément à la Constitution.,,,,,,10,80
,Ingingo ya 79 Imigambwe n’urunani rw’imigambwe itegerezwa gukora ku buryo mu matora umuntu atora uko ashaka.,,,general,Article 79 Les élections et le nombre d'élections doivent être effectués de telle manière qu'une personne puisse voter comme elle le souhaite.,,,,,,16,108
,Ingingo ya 8 Umunyagihugu wese akwije ibitegekanijwe n’amategeko arafise uburenganzira bwo gutora.,,,general,Article 8 Tout citoyen qui se conforme aux dispositions de la loi a le droit de voter.,,,,,,12,98
,"Ingingo ya 85 Uburyo imigambwe ishingwa, ingene ikora n’ingene ihagarika ibikorwa vyayo butegekanywa n’Ibwirizwa.",,,general,"Article 85. Les modalités de constitution de la commission, son fonctionnement et la manière dont elle met fin à ses opérations sont régis par le décret.",,,,,,14,113
,"Ingingo ya 96 Umukuru w’igihugu yitorerwa n’abarundi bo nyene ubwabo, akamara muri iryo banga ikiringo c’imyaka itanu.",,,general,Article 96 Le chef de l'Etat est élu par le peuple lui-même et reste en fonction pour une durée de cinq ans.,,,,,,17,118
